userId,active_days,matches_played,total_distance,total_calories,current_streak,friends_count,churn
user_143,3.0,3.0,14694.794358069385,1656.6765351273102,2.0,8,0
user_144,4.0,3.0,12422.324187708626,2235.882198658978,0.0,4,0
user_145,3.0,2.0,4544.16222352316,981.1328892319065,0.0,25,1
user_146,5.0,6.0,25654.411487046804,4128.5009374128995,0.0,17,0
user_147,6.0,5.0,34426.325707586475,4733.332287005176,0.0,12,0
user_148,2.0,0.0,2154.1258124607916,186.51132710331996,1.0,20,1
user_149,4.0,2.0,18473.161075398082,2629.1813753288816,0.0,16,0
user_15,4.0,3.0,20725.42907584172,3017.284551811865,2.0,3,0
user_150,5.0,3.0,33933.48366271252,5110.773804296704,4.0,17,0
user_16,4.0,5.0,5206.114153943799,602.7383492658595,0.0,5,1
user_17,5.0,2.0,26634.971310813096,3624.892275661672,0.0,9,0
user_18,6.0,7.0,27088.64179386303,4070.143951084866,4.0,22,0
user_19,5.0,4.0,32898.58270135674,4235.031032007438,0.0,6,0
user_2,3.0,1.0,14772.504274261304,1787.7772639887976,1.0,7,0
user_20,1.0,1.0,1251.1583941584622,131.17624414065193,1.0,6,1
user_21,4.0,1.0,14099.090978324672,1760.9702996971741,0.0,28,0
user_22,3.0,3.0,3535.4516306678006,512.8004668319752,1.0,29,1
user_23,5.0,2.0,18669.166987609253,2297.0023444894578,1.0,1,0
user_24,4.0,2.0,18339.796250722888,3130.5115127077156,0.0,10,0
user_25,5.0,5.0,15962.287391034633,2468.7077809503617,3.0,14,0
user_26,5.0,3.0,25400.189679812436,3508.9923801190685,4.0,30,0
user_27,3.0,1.0,17633.3397823964,1631.804317532818,0.0,21,0
user_28,4.0,0.0,16978.19532805877,1897.2860151055513,3.0,3,0
user_29,3.0,3.0,16430.458237297662,1982.5410460466499,1.0,5,0
user_3,3.0,1.0,19342.03009649516,1993.8591034645042,0.0,5,0
user_30,6.0,2.0,22091.971633211768,2820.254185037778,5.0,7,0
user_31,3.0,0.0,2174.6170146072996,327.16776249923447,0.0,7,1
user_32,1.0,0.0,212.3769103438011,62.911847651534515,1.0,10,1
user_33,2.0,0.0,1107.3458944975378,244.21655376236163,0.0,10,1
user_34,3.0,1.0,15264.411344847946,2341.354627755322,1.0,19,0
user_35,6.0,5.0,32125.401303304276,4539.374086483466,4.0,0,0
user_36,5.0,1.0,4441.748135648629,923.7715460979376,2.0,2,1
user_37,5.0,1.0,4630.767682307787,724.232666802743,1.0,22,1
user_38,2.0,3.0,3312.3495077383523,371.26284250257527,0.0,7,1
user_39,5.0,2.0,19698.500229435635,2667.4317714854815,2.0,13,0
user_4,6.0,2.0,27045.517117201904,3279.49991578063,0.0,26,0
user_40,5.0,4.0,24714.97924099915,3826.213678255087,4.0,2,0
user_41,5.0,1.0,18347.122919223417,2260.543341326819,2.0,28,0
user_42,2.0,1.0,2612.0960198187972,416.9435341393189,0.0,21,1
user_43,3.0,1.0,3524.8445108224105,379.8203702625512,0.0,18,1
user_44,4.0,1.0,17970.706100903983,2588.2852699286323,0.0,5,0
user_45,4.0,4.0,28003.993196368574,3146.070203133475,1.0,27,0
user_46,6.0,4.0,35640.703346036746,4368.026022694211,4.0,17,0
user_47,2.0,1.0,1920.9193918129445,249.42046528412237,0.0,28,1
user_48,6.0,6.0,26057.13200471647,4296.665497131104,3.0,16,0
user_49,3.0,3.0,5015.842670490635,447.06194849791206,0.0,9,1
user_5,5.0,4.0,23450.499463816028,3384.220577202529,3.0,6,0
user_50,4.0,3.0,18263.453855016633,1887.0119192095272,1.0,4,0
user_51,3.0,1.0,2428.7043341923163,459.714306465836,0.0,16,1
user_52,2.0,1.0,2179.4198439375846,141.41210230219954,0.0,3,1
user_53,3.0,2.0,3017.8517236333482,525.22451767731,2.0,29,1
user_54,6.0,7.0,36125.67394472114,5051.225533374028,2.0,8,0
user_55,1.0,1.0,1446.2722499523138,26.24350894421379,0.0,2,1
user_56,3.0,1.0,2964.251557557895,822.0620753114874,1.0,13,1
user_57,3.0,3.0,2920.6774005460975,535.50557090342,2.0,6,1
user_58,7.0,3.0,30981.49515713894,5117.9925129396,7.0,27,0
user_59,3.0,2.0,3770.800528737427,693.8919883343982,2.0,4,1
user_6,2.0,0.0,1070.8944589994803,597.2941302650722,0.0,10,1
user_60,6.0,6.0,32032.460397903287,4361.433436927093,5.0,0,0
user_61,6.0,2.0,30981.264352055205,4767.348949947878,4.0,0,0
user_62,2.0,2.0,3114.813839272871,437.64237956633957,1.0,9,1
user_63,6.0,6.0,33559.438753001465,4899.445911755874,1.0,2,0
user_64,3.0,1.0,2496.5775139383677,276.8804750448113,0.0,4,1
user_65,2.0,2.0,1830.4232378564814,242.78336589636675,1.0,1,1
user_66,1.0,0.0,1423.412325790176,49.14326938024743,0.0,28,1
user_67,7.0,8.0,36472.68252780374,4796.6685713352545,7.0,24,0
user_68,2.0,1.0,1923.9388250308916,139.62503763550774,0.0,29,1
user_69,4.0,3.0,33023.709730017814,5049.69239909203,3.0,23,0
user_7,1.0,0.0,848.7723604763348,35.036532446615695,0.0,7,1
user_70,2.0,1.0,2276.2648806077464,158.7970323338148,0.0,10,1
user_71,5.0,7.0,40455.19048170256,4654.5354333709565,0.0,8,0
user_72,2.0,2.0,1502.1399796304106,277.9802921116154,0.0,3,1
user_73,2.0,2.0,3405.5993712066,277.00646574905215,0.0,20,1
user_74,3.0,4.0,21232.04362573363,1646.5414826388587,0.0,8,0
user_75,5.0,1.0,3094.6477879699933,496.8998375172637,0.0,25,1
user_76,1.0,0.0,149.71030768711853,4.973218230706039,0.0,22,1
user_77,2.0,1.0,1779.9263770142632,254.11975338740558,1.0,13,1
user_78,2.0,1.0,2595.0632851979854,247.5541297621636,1.0,26,1
user_79,1.0,0.0,402.99329437079786,231.01848664741672,0.0,13,1
user_8,3.0,2.0,1719.6778736331717,292.02562279537625,0.0,30,1
user_80,4.0,1.0,3026.5353231446597,757.1347029520766,1.0,22,1
user_81,1.0,0.0,203.72498238508,125.52711022154439,0.0,4,1
user_82,5.0,3.0,30969.89782469673,3478.38817824117,0.0,29,0
user_83,2.0,0.0,1434.6624632226726,55.43765191745917,0.0,12,1
user_84,4.0,4.0,24917.0973934665,2504.0037137737772,2.0,28,0
user_85,1.0,0.0,1168.119657306174,247.18894668692036,0.0,17,1
user_86,4.0,4.0,2527.464415350241,463.5166830536967,3.0,19,1
user_87,1.0,1.0,1468.744427755442,170.99786335410724,0.0,29,1
user_88,7.0,5.0,42005.1382908999,4846.930978173818,7.0,25,0
user_89,6.0,6.0,42832.28051942504,4166.944957067157,1.0,19,0
user_9,1.0,0.0,841.4879350199236,206.21169787275778,0.0,30,1
user_90,1.0,0.0,1405.638598748008,53.630665156998795,0.0,22,1
user_91,4.0,4.0,5644.759788230269,638.2301869102009,1.0,21,1
user_92,3.0,1.0,2282.422731090307,708.6970680029932,2.0,28,1
user_93,6.0,3.0,16744.38109104613,3461.889799650131,0.0,7,0
user_94,2.0,0.0,729.3788319087063,192.1916350231034,0.0,5,1
user_95,7.0,6.0,33701.434163966034,4519.216903879266,7.0,4,0
user_96,4.0,3.0,24305.874544813483,3042.78954337664,0.0,6,0
user_97,3.0,1.0,4910.067795605896,334.373829970453,2.0,20,1
user_98,4.0,1.0,19185.952970437585,2194.949744632224,3.0,18,0
user_99,7.0,5.0,33463.18257262356,4347.795704240096,7.0,6,0
