userId,active_days,matches_played,total_distance,total_calories,current_streak,friends_count,churn
user_27,3.0,1.0,2272.7927404650827,244.91466476620877,1.0,17,1
user_28,3.0,1.0,3789.1278995442226,293.44061836750967,1.0,23,1
user_29,1.0,0.0,1205.675564560514,17.077266728690336,0.0,27,1
user_3,3.0,1.0,2741.516198217509,492.9256245225055,3.0,24,1
user_30,4.0,4.0,26639.71428489119,3462.124617674028,0.0,8,0
user_31,3.0,1.0,3773.4670451380484,500.57600776982054,0.0,19,1
user_32,1.0,1.0,2072.3020863501492,223.60926587421974,0.0,19,1
user_33,2.0,2.0,2862.669732691882,301.1770385384579,0.0,26,1
user_34,6.0,4.0,29251.707726429104,2880.1313548377457,2.0,20,0
user_35,5.0,8.0,40619.868996230245,4944.53128753019,4.0,11,0
user_36,1.0,1.0,1455.9011745610642,158.3592365471583,0.0,14,1
user_37,1.0,0.0,434.81749916341005,106.23593703992113,0.0,27,1
user_38,1.0,2.0,2562.399031453502,94.26240414071277,0.0,15,1
user_39,3.0,2.0,2324.143093863495,486.2171078412548,0.0,15,1
user_4,2.0,1.0,1407.3529821478528,181.5747939612774,2.0,21,1
user_40,2.0,1.0,2031.4027200852108,297.70425873445373,0.0,7,1
user_41,3.0,3.0,2958.4909192687314,510.6430518670665,0.0,20,1
user_42,1.0,1.0,976.8800605009591,65.08617614938184,0.0,4,1
user_43,5.0,5.0,29688.826243528954,4208.679709461262,0.0,7,0
user_44,1.0,0.0,1114.8254936174387,232.70144545105117,1.0,16,1
user_45,6.0,4.0,43930.88985995278,6072.019664117975,1.0,11,0
user_46,3.0,0.0,3251.464418715339,437.8447372433983,1.0,14,1
user_47,6.0,6.0,39366.10390065308,5106.6460135952075,5.0,21,0
user_48,3.0,1.0,2425.02935094889,411.9867799124345,1.0,23,1
user_49,2.0,1.0,2768.049874545167,335.24269704658957,1.0,5,1
user_5,5.0,4.0,20143.652191323647,3516.6316954612093,4.0,22,0
user_50,5.0,3.0,28597.199672572617,4117.972816116915,0.0,4,0
user_51,1.0,1.0,1388.686039151694,83.53666088395642,0.0,24,1
user_52,7.0,6.0,52738.76478061699,6023.995786171712,7.0,5,0
user_53,3.0,2.0,3301.1523613144127,647.8885508363328,2.0,7,1
user_54,2.0,2.0,3451.037736255349,165.83454810082242,1.0,2,1
user_55,6.0,6.0,47266.503056101195,6132.265688222907,5.0,1,0
user_56,5.0,6.0,39463.19886769056,5295.19227541086,1.0,6,0
user_57,1.0,1.0,1045.6815712489297,77.22199554955402,1.0,15,1
user_58,6.0,8.0,42401.14151889664,6653.370884009541,2.0,19,0
user_59,3.0,0.0,2770.955201126032,321.24773362329205,3.0,2,1
user_6,6.0,2.0,24975.792153603717,3073.275641085148,0.0,1,0
user_60,3.0,2.0,4492.491863670761,560.8703662923527,1.0,4,1
user_61,1.0,1.0,685.1536492367085,77.51572959422346,0.0,8,1
user_62,1.0,0.0,1368.4402397850383,76.45282568626912,0.0,26,1
user_63,2.0,2.0,2218.210816238822,88.93358548816208,1.0,2,1
user_64,3.0,0.0,2132.0751285146735,463.6238759814793,1.0,11,1
user_65,3.0,1.0,1515.3560114663135,364.25589439560326,2.0,13,1
user_66,5.0,5.0,26079.584865443452,3474.159453186845,1.0,26,0
user_67,6.0,6.0,34912.24138197461,6250.632675345694,0.0,11,0
user_68,7.0,10.0,35185.979340203216,5241.776222860707,7.0,12,0
user_69,4.0,2.0,3708.696206853765,536.6756147509052,0.0,0,1
user_7,2.0,2.0,1456.7545005636093,212.5113388663392,1.0,30,1
user_70,3.0,1.0,3457.6504086047125,427.50489517339884,1.0,15,1
user_71,5.0,3.0,24329.43742128197,3008.757745161167,1.0,14,0
user_72,7.0,6.0,38795.32130480539,6469.249458171248,7.0,24,0
user_73,2.0,0.0,1208.2390110635615,398.2835203607906,0.0,2,1
user_74,1.0,0.0,464.36671980533924,249.7526434123205,0.0,29,1
user_75,2.0,1.0,1060.7497443412665,238.63921787700463,0.0,23,1
user_76,3.0,1.0,2781.9787187895017,413.26036736605727,0.0,15,1
user_77,5.0,4.0,27597.465806213793,2760.6404527117406,2.0,8,0
user_78,2.0,3.0,3217.9570427351396,320.29296774385375,0.0,3,1
user_79,2.0,2.0,3921.7263267736726,652.8340959468158,0.0,23,1
user_8,1.0,0.0,786.1311315586282,237.74056300445415,1.0,26,1
user_80,4.0,2.0,2417.964173145905,355.7878446327028,0.0,9,1
user_81,5.0,7.0,33778.07211230915,4680.948580101104,3.0,9,0
user_82,5.0,1.0,24391.128577152827,3358.6766636074703,0.0,16,0
user_83,4.0,3.0,2940.4468807997882,607.1104542376706,0.0,19,1
user_84,2.0,0.0,1773.607781427074,348.52347346174196,0.0,28,1
user_85,2.0,1.0,3807.033137995447,787.8943937853361,0.0,24,1
user_86,6.0,5.0,38622.46038174774,4543.200287161325,4.0,5,0
user_87,2.0,0.0,968.6974327823924,126.87902838356449,1.0,25,1
user_88,3.0,1.0,1588.898371869179,186.18523678529948,1.0,5,1
user_89,7.0,4.0,47979.17268405583,6455.620197933077,7.0,7,0
user_9,2.0,1.0,1251.2902926461602,272.7580228910655,0.0,25,1
user_90,1.0,1.0,776.1985982439201,19.42678651996779,0.0,1,1
user_91,1.0,0.0,468.78230025139806,8.26828474258251,1.0,22,1
user_92,7.0,6.0,52738.642779788424,5991.693723001405,7.0,13,0
user_93,2.0,0.0,674.1982436406552,237.9509690877639,0.0,26,1
user_94,7.0,5.0,34104.93105473743,4308.530117386088,7.0,24,0
user_95,5.0,1.0,25844.0559565359,3378.363181567316,1.0,16,0
user_96,6.0,3.0,41362.47488494887,5583.68614746065,5.0,16,0
user_97,4.0,3.0,24795.57023172842,3134.4719494778624,0.0,22,0
user_98,2.0,1.0,1634.6890275955395,419.0393929366844,1.0,28,1
user_99,2.0,0.0,1580.7017111257594,191.06147303892274,0.0,28,1
